1,0.1026,0.191,0.1541,0.1841,0.1841
2,0.1048,0.1927,0.1495,0.1843,0.1843
3,0.1072,0.1943,0.1449,0.1845,0.1845
4,0.1098,0.1958,0.1403,0.1847,0.1847
5,0.1122,0.1974,0.136,0.1848,0.1848
6,0.1148,0.1989,0.1316,0.1849,0.1849
7,0.1173,0.2004,0.1274,0.185,0.185
8,0.1198,0.2018,0.1236,0.185,0.185
9,0.1225,0.2033,0.1195,0.1849,0.1849
10,0.125,0.2046,0.1158,0.1849,0.1849
11,0.1276,0.206,0.1121,0.1848,0.1848
12,0.1302,0.2073,0.1086,0.1847,0.1847
13,0.1326,0.2084,0.1055,0.1845,0.1845
14,0.1349,0.2095,0.1026,0.1844,0.1844
15,0.1369,0.2104,0.1001,0.1842,0.1842
16,0.139,0.2113,0.0977,0.184,0.184
17,0.1409,0.2121,0.0954,0.1839,0.1839
18,0.1427,0.2129,0.0933,0.1837,0.1837
19,0.1445,0.2137,0.0913,0.1835,0.1835
20,0.1464,0.2144,0.0894,0.1833,0.1833
21,0.1481,0.2151,0.0876,0.1831,0.1831
22,0.1498,0.2157,0.0859,0.1829,0.1829
23,0.1514,0.2164,0.0842,0.1827,0.1827
24,0.1531,0.217,0.0826,0.1825,0.1825
25,0.1548,0.2176,0.081,0.1822,0.1822
26,0.1564,0.2182,0.0795,0.182,0.182
27,0.158,0.2188,0.078,0.1817,0.1817
28,0.1597,0.2193,0.0766,0.1815,0.1815
29,0.1613,0.2198,0.0751,0.1813,0.1813
30,0.1629,0.2203,0.0738,0.181,0.181
31,0.1645,0.2209,0.0725,0.1807,0.1807
32,0.1661,0.2213,0.0711,0.1805,0.1805
33,0.1677,0.2218,0.0699,0.1802,0.1802
34,0.1694,0.2223,0.0686,0.1799,0.1799
35,0.1709,0.2228,0.0674,0.1796,0.1796
36,0.1726,0.2232,0.0662,0.1794,0.1794
37,0.1742,0.2237,0.065,0.179,0.179
38,0.1758,0.2242,0.0638,0.1788,0.1788
39,0.1774,0.2246,0.0627,0.1785,0.1785
40,0.179,0.225,0.0615,0.1781,0.1781
41,0.1807,0.2254,0.0604,0.1778,0.1778
42,0.1823,0.2258,0.0594,0.1775,0.1775
43,0.184,0.2262,0.0583,0.1772,0.1772
44,0.1856,0.2266,0.0572,0.1769,0.1769
45,0.1872,0.227,0.0563,0.1765,0.1765
46,0.1889,0.2274,0.0552,0.1762,0.1762
47,0.1905,0.2277,0.0542,0.1758,0.1758
48,0.1922,0.2281,0.0533,0.1755,0.1755
49,0.1939,0.2284,0.0523,0.1751,0.1751
50,0.1956,0.2288,0.0514,0.1748,0.1748
