1,0.1038,0.1919,0.1517,0.1842,0.1842
2,0.1104,0.1963,0.1391,0.1848,0.1848
3,0.12,0.2019,0.1232,0.185,0.185
4,0.1315,0.2079,0.1068,0.1846,0.1846
5,0.1442,0.2135,0.0917,0.1835,0.1835
6,0.1578,0.2186,0.0782,0.1818,0.1818
7,0.172,0.2232,0.0666,0.1794,0.1794
8,0.1869,0.2269,0.0564,0.1766,0.1766
9,0.2025,0.2301,0.0477,0.1732,0.1732
10,0.2187,0.2326,0.0403,0.1695,0.1695
11,0.2354,0.2346,0.0339,0.1654,0.1654
12,0.2528,0.2359,0.0285,0.161,0.161
13,0.2707,0.2366,0.0239,0.1563,0.1563
14,0.289,0.2368,0.02,0.1514,0.1514
15,0.3079,0.2365,0.0167,0.1463,0.1463
16,0.3272,0.2355,0.0139,0.1411,0.1411
17,0.3468,0.2341,0.0116,0.1358,0.1358
18,0.3669,0.2322,0.0096,0.1304,0.1304
19,0.3872,0.2298,0.008,0.125,0.125
20,0.4077,0.227,0.0066,0.1196,0.1196
21,0.4283,0.2237,0.0055,0.1142,0.1142
22,0.449,0.2201,0.0045,0.1088,0.1088
23,0.4698,0.216,0.0037,0.1035,0.1035
24,0.4904,0.2118,0.0031,0.0983,0.0983
25,0.5108,0.2072,0.0025,0.0932,0.0932
26,0.531,0.2023,0.0021,0.0882,0.0882
27,0.551,0.1973,0.0017,0.0834,0.0834
28,0.5706,0.192,0.0014,0.0787,0.0787
29,0.5898,0.1866,0.0012,0.0741,0.0741
30,0.6086,0.1811,0.0009,0.0698,0.0698
31,0.6269,0.1755,0.0008,0.0656,0.0656
32,0.6447,0.1699,0.0006,0.0616,0.0616
33,0.662,0.1642,0.0005,0.0578,0.0578
34,0.6787,0.1585,0.0004,0.0541,0.0541
35,0.6948,0.1529,0.0004,0.0507,0.0507
36,0.7102,0.1473,0.0003,0.0474,0.0474
37,0.7251,0.1418,0.0002,0.0443,0.0443
38,0.7393,0.1364,0.0002,0.0414,0.0414
39,0.7528,0.1311,0.0002,0.0386,0.0386
40,0.7658,0.1259,0.0001,0.0361,0.0361
41,0.7782,0.1208,0.0001,0.0336,0.0336
42,0.7899,0.1159,0.0001,0.0314,0.0314
43,0.8012,0.1111,0.0001,0.0292,0.0292
44,0.8117,0.1065,0.0001,0.0272,0.0272
45,0.8219,0.102,0.0001,0.0254,0.0254
46,0.8314,0.0977,0,0.0236,0.0236
47,0.8405,0.0935,0,0.022,0.022
48,0.8491,0.0894,0,0.0205,0.0205
49,0.8572,0.0855,0,0.0191,0.0191
50,0.8649,0.0818,0,0.0178,0.0178
