0.1026,0.191,0.1541,0.1841,0.1841
0.1048,0.1927,0.1495,0.1843,0.1843
0.1072,0.1943,0.1449,0.1845,0.1845
0.1098,0.1958,0.1403,0.1847,0.1847
0.1122,0.1974,0.136,0.1848,0.1848
0.1148,0.1989,0.1316,0.1849,0.1849
0.1173,0.2004,0.1274,0.185,0.185
0.1198,0.2018,0.1236,0.185,0.185
0.1225,0.2033,0.1195,0.1849,0.1849
0.125,0.2046,0.1158,0.1849,0.1849
0.1276,0.206,0.1121,0.1848,0.1848
0.1302,0.2073,0.1086,0.1847,0.1847
0.1326,0.2084,0.1055,0.1845,0.1845
0.1349,0.2095,0.1026,0.1844,0.1844
0.1369,0.2104,0.1001,0.1842,0.1842
0.139,0.2113,0.0977,0.184,0.184
0.1409,0.2121,0.0954,0.1839,0.1839
0.1427,0.2129,0.0933,0.1837,0.1837
0.1445,0.2137,0.0913,0.1835,0.1835
0.1464,0.2144,0.0894,0.1833,0.1833
0.1481,0.2151,0.0876,0.1831,0.1831
0.1498,0.2157,0.0859,0.1829,0.1829
0.1514,0.2164,0.0842,0.1827,0.1827
0.1531,0.217,0.0826,0.1825,0.1825
0.1548,0.2176,0.081,0.1822,0.1822
0.1564,0.2182,0.0795,0.182,0.182
0.158,0.2188,0.078,0.1817,0.1817
0.1597,0.2193,0.0766,0.1815,0.1815
0.1613,0.2198,0.0751,0.1813,0.1813
0.1629,0.2203,0.0738,0.181,0.181
0.1645,0.2209,0.0725,0.1807,0.1807
0.1661,0.2213,0.0711,0.1805,0.1805
0.1677,0.2218,0.0699,0.1802,0.1802
0.1694,0.2223,0.0686,0.1799,0.1799
0.1709,0.2228,0.0674,0.1796,0.1796
0.1726,0.2232,0.0662,0.1794,0.1794
0.1742,0.2237,0.065,0.179,0.179
0.1758,0.2242,0.0638,0.1788,0.1788
0.1774,0.2246,0.0627,0.1785,0.1785
0.179,0.225,0.0615,0.1781,0.1781
0.1807,0.2254,0.0604,0.1778,0.1778
0.1823,0.2258,0.0594,0.1775,0.1775
0.184,0.2262,0.0583,0.1772,0.1772
0.1856,0.2266,0.0572,0.1769,0.1769
0.1872,0.227,0.0563,0.1765,0.1765
0.1889,0.2274,0.0552,0.1762,0.1762
0.1905,0.2277,0.0542,0.1758,0.1758
0.1922,0.2281,0.0533,0.1755,0.1755
0.1939,0.2284,0.0523,0.1751,0.1751
0.1956,0.2288,0.0514,0.1748,0.1748
0.1973,0.2291,0.0505,0.1744,0.1744
0.1989,0.2294,0.0496,0.174,0.174
0.2007,0.2298,0.0486,0.1737,0.1737
0.2024,0.2301,0.0478,0.1732,0.1732
0.2041,0.2304,0.0469,0.1729,0.1729
0.2058,0.2307,0.0461,0.1725,0.1725
0.2075,0.231,0.0452,0.1721,0.1721
0.2093,0.2313,0.0444,0.1717,0.1717
0.211,0.2316,0.0436,0.1713,0.1713
0.2127,0.2318,0.0428,0.1709,0.1709
0.2145,0.2321,0.0421,0.1705,0.1705
0.2163,0.2323,0.0413,0.17,0.17
0.218,0.2326,0.0405,0.1697,0.1697
0.2198,0.2328,0.0398,0.1692,0.1692
0.2216,0.233,0.0391,0.1688,0.1688
0.2234,0.2333,0.0384,0.1683,0.1683
0.2252,0.2335,0.0376,0.1679,0.1679
0.2269,0.2337,0.037,0.1675,0.1675
0.2288,0.2339,0.0363,0.167,0.167
0.2306,0.2341,0.0356,0.1666,0.1666
0.2324,0.2343,0.0349,0.1661,0.1661
0.2342,0.2344,0.0343,0.1657,0.1657
0.2361,0.2346,0.0337,0.1652,0.1652
0.2379,0.2348,0.0331,0.1648,0.1648
0.2397,0.235,0.0324,0.1643,0.1643
0.2416,0.2351,0.0318,0.1638,0.1638
0.2435,0.2353,0.0313,0.1633,0.1633
0.2454,0.2354,0.0307,0.1629,0.1629
0.2472,0.2355,0.0301,0.1624,0.1624
0.2491,0.2357,0.0296,0.1619,0.1619
