1,0.1026,0.191,0.1541,0.1841,0.1841
2,0.1048,0.1927,0.1495,0.1843,0.1843
3,0.1072,0.1943,0.1449,0.1845,0.1845
4,0.1098,0.1958,0.1403,0.1847,0.1847
5,0.1122,0.1974,0.136,0.1848,0.1848
6,0.1148,0.1989,0.1316,0.1849,0.1849
7,0.1173,0.2004,0.1274,0.185,0.185
8,0.1198,0.2018,0.1236,0.185,0.185
9,0.1225,0.2033,0.1195,0.1849,0.1849
10,0.125,0.2046,0.1158,0.1849,0.1849
11,0.1276,0.206,0.1121,0.1848,0.1848
12,0.1302,0.2073,0.1086,0.1847,0.1847
13,0.1326,0.2084,0.1055,0.1845,0.1845
14,0.1349,0.2095,0.1026,0.1844,0.1844
15,0.1369,0.2104,0.1001,0.1842,0.1842
16,0.139,0.2113,0.0977,0.184,0.184
17,0.1409,0.2121,0.0954,0.1839,0.1839
18,0.1427,0.2129,0.0933,0.1837,0.1837
19,0.1445,0.2137,0.0913,0.1835,0.1835
20,0.1464,0.2144,0.0894,0.1833,0.1833
