0.1038,0.1919,0.1517,0.1842,0.1842
0.1104,0.1963,0.1391,0.1848,0.1848
0.12,0.2019,0.1232,0.185,0.185
0.1315,0.2079,0.1068,0.1846,0.1846
0.1442,0.2135,0.0917,0.1835,0.1835
0.1578,0.2186,0.0782,0.1818,0.1818
0.172,0.2232,0.0666,0.1794,0.1794
0.1869,0.2269,0.0564,0.1766,0.1766
0.2025,0.2301,0.0477,0.1732,0.1732
0.2187,0.2326,0.0403,0.1695,0.1695
0.2354,0.2346,0.0339,0.1654,0.1654
0.2528,0.2359,0.0285,0.161,0.161
0.2707,0.2366,0.0239,0.1563,0.1563
0.289,0.2368,0.02,0.1514,0.1514
0.3079,0.2365,0.0167,0.1463,0.1463
0.3272,0.2355,0.0139,0.1411,0.1411
0.3468,0.2341,0.0116,0.1358,0.1358
0.3669,0.2322,0.0096,0.1304,0.1304
0.3872,0.2298,0.008,0.125,0.125
0.4077,0.227,0.0066,0.1196,0.1196
