0.10375,0.19192,0.15169,0.18421,0.18421
0.1104,0.19628,0.13908,0.18475,0.18475
0.11997,0.20191,0.12316,0.18499,0.18499
0.13149,0.20791,0.10679,0.1846,0.1846
0.1442,0.2135,0.091667,0.18354,0.18354
0.15779,0.2186,0.078234,0.18179,0.18179
0.172,0.22316,0.066577,0.17942,0.17942
0.18692,0.22692,0.056436,0.17657,0.17657
0.2025,0.23014,0.047711,0.17322,0.17322
0.2187,0.23263,0.040257,0.16947,0.16947
0.23541,0.23456,0.033934,0.16536,0.16536
0.25279,0.2359,0.028464,0.16095,0.16095
0.27072,0.23664,0.023859,0.15626,0.15626
0.28901,0.23682,0.019963,0.1514,0.1514
0.30792,0.23645,0.016672,0.14632,0.14632
0.32724,0.23553,0.013899,0.14111,0.14111
0.34683,0.2341,0.011587,0.13583,0.13583
0.36691,0.23219,0.0096308,0.13042,0.13042
0.38719,0.22978,0.0079924,0.12501,0.12501
0.40771,0.22695,0.006611,0.11958,0.11958
